Codice;Cliente;DataAp;Indirizzo;Città;Stato;DataCh
17568142;IPQ956;17/04/2026;Viale Italia, 172;Salerno;Attivo;
17569991;NHO233;06/04/2022;Piazza Mazzini, 16;Ferrara;Attivo;
17578984;ORS324;08/05/2025;Viale delle Industrie, 230;Treviso;Attivo;
17628397;JAI924;11/08/2024;Viale Santa Maria, 189;Torino;Attivo;
17648717;LBO587;21/07/2025;Piazza Mazzini, 94;Vicenza;Inattivo;24/11/2025
17660464;GQU615;19/04/2021;Via Mazzini, 231;Belluno;Attivo;
17664878;ZPB608;06/05/2023;Corso Cavour, 234;Modena;Inattivo;27/11/2024
17665344;MCZ676;12/04/2024;Via del Commercio, 91;Chieti;Attivo;
17695559;SIV111;11/05/2022;Via Matteotti, 40;Grosseto;Inattivo;21/05/2024
17735956;SOP506;24/04/2026;Via Dante, 19;Udine;Attivo;
17781109;PFM853;26/07/2024;Corso della Pace, 161;Nuoro;Inattivo;09/04/2026
17784284;XLR022;15/02/2024;Via Matteotti, 220;Bari;Inattivo;06/07/2025
17846401;XRQ363;22/09/2023;Corso Marconi, 198;Pavia;Attivo;
17869285;POP275;09/07/2023;Corso del Risorgimento, 80;Rimini;Attivo;
17869576;WSG847;07/08/2020;Viale della Repubblica, 8;Fermo;Inattivo;02/04/2025
17894767;OPX693;24/01/2022;Via Dante, 42;Ravenna;Inattivo;11/05/2022
17926609;ZYV955;29/03/2023;Corso del Risorgimento, 190;Viterbo;Inattivo;24/10/2024
17941932;LWH617;13/01/2023;Corso Garibaldi, 248;Catania;Inattivo;17/07/2024
17970509;FCW568;28/02/2025;Via Roma, 180;Modena;Inattivo;27/10/2025
17977278;GOB072;01/03/2021;Corso del Risorgimento, 79;Mantova;Inattivo;28/06/2021
17992164;USC957;04/12/2023;Viale Leopardi, 177;Messina;Attivo;
18041756;VHG923;12/02/2023;Viale Leopardi, 83;Cagliari;Attivo;
18069581;EFT470;02/01/2023;Corso del Risorgimento, 243;Crotone;Attivo;
18122681;OEF738;29/11/2023;Via della Costituzione, 235;Pordenone;Attivo;
18143561;KBC356;28/03/2023;Corso Vittorio Emanuele, 164;Caltanissetta;Inattivo;19/09/2024
18146470;YOI264;09/09/2021;Via Roma, 226;Foggia;Attivo;
18220781;DLT484;17/10/2020;Via Colombo, 297;Sondrio;Attivo;
18226799;RMA939;04/09/2020;Via Europa, 211;Rovigo;Attivo;
18227754;SIV111;05/01/2025;Via del Commercio, 255;Pisa;Attivo;
18240281;MBQ249;07/09/2025;Viale della Repubblica, 263;Giugliano;Inattivo;11/12/2025
18283230;IUF722;13/09/2025;Corso del Risorgimento, 38;Fermo;Attivo;
18293850;WZT072;12/07/2021;Via della Libertà, 252;Grosseto;Attivo;
18335061;GZF655;11/09/2023;Corso XX Settembre, 274;Padova;Attivo;
18346442;YDE333;02/05/2024;Via Colombo, 39;Bologna;Inattivo;13/12/2025
18386379;ABW154;13/02/2023;Via della Costituzione, 82;Bologna;Attivo;
18416267;YLZ947;16/01/2024;Corso Marconi, 266;Spoleto;Inattivo;16/03/2026
18427109;AKN369;10/03/2023;Via dei Mille, 95;Pisa;Attivo;
18428910;EGG853;28/11/2024;Piazza Mazzini, 53;Cagliari;Attivo;
18445801;QMR641;10/09/2023;Viale Leopardi, 209;Bari;Attivo;
18466845;EHG207;10/11/2023;Viale delle Industrie, 76;Rovereto;Inattivo;21/10/2024
18470681;HVG220;13/06/2020;Viale della Repubblica, 299;Monza;Inattivo;06/01/2021
18548186;LZQ446;20/05/2025;Viale della Repubblica, 21;Vicenza;Attivo;
18559256;UBQ350;07/11/2021;Corso Cavour, 194;Belluno;Attivo;
18562718;COO293;27/02/2025;Corso della Pace, 108;Bari;Inattivo;02/05/2025
18589496;RWK780;13/09/2020;Viale Nazionale, 29;Trieste;Attivo;
18589944;CDK453;18/03/2021;Via della Libertà, 167;Chieti;Attivo;
18687441;VMH979;02/06/2021;Via Mazzini, 299;Ravenna;Attivo;
18705683;ZYV955;15/06/2022;Viale della Repubblica, 261;Viterbo;Inattivo;15/08/2024
18716722;LYH259;06/05/2021;Via dei Mille, 144;Nuoro;Inattivo;15/02/2026
18779724;MTF194;24/03/2025;Viale Nazionale, 129;Livorno;Attivo;
18781414;CJS126;06/02/2021;Via dei Mille, 183;Foggia;Inattivo;09/07/2024
18805017;FTX445;24/01/2021;Viale Santa Maria, 155;Pistoia;Attivo;
18808756;WCY118;25/06/2023;Via della Costituzione, 14;Como;Attivo;
18821009;CJS126;02/06/2024;Corso Vittorio Emanuele, 108;Bari;Attivo;
18823513;FTE353;30/04/2020;Viale Santa Maria, 65;Bergamo;Inattivo;16/12/2022
18824035;RDE306;18/09/2022;Corso Cavour, 146;Vercelli;Inattivo;23/05/2023
18833183;UDM725;08/02/2026;Via della Libertà, 241;Arezzo;Inattivo;21/04/2026
18881966;REQ392;22/05/2023;Via Verdi, 60;Salerno;Attivo;
18898305;LMA655;30/05/2025;Viale delle Industrie, 243;Treviso;Inattivo;27/11/2025
18902851;HCX456;03/09/2023;Corso della Pace, 107;L'Aquila;Attivo;
18905836;KBM361;15/09/2024;Corso XX Settembre, 73;Caserta;Attivo;
18923331;UQI249;22/04/2022;Via del Commercio, 267;Ragusa;Inattivo;11/11/2022
18927396;MNE885;09/12/2020;Viale delle Industrie, 231;Alessandria;Attivo;
18931734;DYS749;22/11/2021;Viale delle Industrie, 134;Vicenza;Inattivo;09/07/2025
18942340;RNR679;17/04/2022;Via della Libertà, 102;Bologna;Attivo;
18953263;IEM540;27/01/2026;Viale Italia, 293;Livorno;Attivo;
18970649;XNT090;30/09/2022;Via delle Scienze, 3;Cuneo;Attivo;
19007017;QUZ657;24/03/2026;Viale Santa Maria, 91;Roma;Attivo;
19013806;EVS333;31/10/2025;Via della Libertà, 249;Belluno;Attivo;
19069130;HLO178;27/04/2026;Via del Commercio, 244;Bologna;Attivo;
19088307;GIT881;15/04/2020;Corso Marconi, 228;Andria;Inattivo;12/08/2023
19123753;MXI484;06/02/2020;Via Colombo, 208;Vibo Valentia;Inattivo;01/04/2023
19133412;AMY678;09/09/2022;Via Roma, 210;Verona;Inattivo;10/04/2023
19143639;ESM348;21/11/2020;Corso Vittorio Emanuele, 104;Avellino;Inattivo;26/02/2023
19144654;XCX808;27/10/2025;Corso Garibaldi, 151;Milano;Inattivo;01/01/2026
19177982;CHK878;05/08/2025;Corso XX Settembre, 222;Bologna;Inattivo;10/04/2026
19196939;KVR641;07/08/2023;Viale Nazionale, 95;Crotone;Attivo;
19231950;ZDY027;18/04/2025;Via Roma, 176;Siracusa;Attivo;
19233517;NOP745;30/05/2023;Corso Marconi, 158;Ravenna;Attivo;
19252390;XOR230;17/03/2024;Corso Marconi, 102;Padova;Attivo;
19282616;QTX755;19/11/2022;Via dei Mille, 101;Milano;Inattivo;13/03/2023
19297352;KTT304;09/03/2024;Viale dei Lavoratori, 110;Lucca;Attivo;
19317069;IEW870;14/11/2023;Corso Marconi, 229;Pisa;Inattivo;02/02/2024
19333963;SJP376;09/08/2025;Via Mazzini, 2;Taranto;Attivo;
19365952;IWI872;25/08/2020;Via delle Scienze, 64;Prato;Inattivo;13/03/2024
19367677;UPG890;14/03/2025;Via dei Mille, 234;Avellino;Attivo;
19373134;WZT072;21/08/2020;Via Colombo, 5;Prato;Inattivo;26/07/2023
19376184;DIT903;08/08/2025;Via Roma, 19;Piacenza;Attivo;
19420793;WVD595;24/05/2025;Via Matteotti, 234;Rovigo;Inattivo;28/01/2026
19452375;NDZ045;29/03/2025;Viale della Repubblica, 58;Nuoro;Attivo;
19507151;ZNW638;05/04/2024;Viale Santa Maria, 114;Rovigo;Attivo;
19507933;TOR958;28/03/2025;Corso del Risorgimento, 117;Belluno;Attivo;
19520387;TWP055;12/10/2021;Via della Costituzione, 188;Prato;Inattivo;31/08/2022
19546887;UVQ162;14/09/2022;Via della Costituzione, 182;Cagliari;Attivo;
19567333;NFP926;11/08/2021;Via San Giovanni, 246;Treviso;Attivo;
19579281;WTV697;13/12/2025;Via Europa, 259;Crotone;Inattivo;02/03/2026
19615071;XXQ887;25/07/2020;Via Europa, 28;Roma;Attivo;
19617399;GZI680;11/02/2025;Via della Costituzione, 209;Nuoro;Attivo;
19619680;RTM654;26/03/2023;Viale Italia, 34;Verona;Inattivo;28/04/2025
19624406;GSJ510;28/04/2022;Via della Libertà, 137;Livorno;Inattivo;22/10/2024
19647429;ZOT192;03/04/2022;Viale Santa Maria, 155;Arezzo;Inattivo;18/05/2025
19656999;CZT739;05/01/2026;Via delle Scienze, 20;Spoleto;Attivo;
19670546;AHN598;12/09/2024;Via delle Scienze, 113;Forlì;Attivo;
19679042;FMA485;12/09/2021;Corso del Risorgimento, 48;Perugia;Attivo;
19701998;XPF973;26/11/2021;Via del Commercio, 239;Bologna;Inattivo;13/11/2024
19731220;VLX913;04/11/2024;Via Europa, 166;Asti;Attivo;
19754247;RLN977;21/05/2022;Via della Costituzione, 265;Belluno;Attivo;
19788208;ADU000;24/11/2020;Viale delle Industrie, 35;Bari;Attivo;
19832210;JZG380;24/04/2021;Corso del Risorgimento, 2;Livorno;Inattivo;07/10/2022
19837801;EJX067;18/12/2025;Via delle Scienze, 106;Ragusa;Inattivo;18/02/2026
19859167;FWZ919;22/11/2023;Via Mazzini, 76;Varese;Inattivo;29/01/2024
19961327;GQU615;08/02/2022;Viale Italia, 174;Vicenza;Inattivo;18/12/2023
19984336;LZW098;01/05/2021;Via Colombo, 43;Arezzo;Attivo;
20021824;TAB057;06/11/2020;Corso XX Settembre, 45;Venezia;Attivo;
20030762;KBE149;15/01/2020;Viale Santa Maria, 195;Macerata;Inattivo;01/05/2023
20033092;AHU083;04/09/2022;Via Verdi, 239;Andria;Inattivo;25/06/2023
20044364;TZU314;02/06/2022;Via della Libertà, 108;Catanzaro;Attivo;
20102760;SEQ525;01/06/2025;Corso della Pace, 168;Bergamo;Attivo;
20124571;RRC426;28/01/2026;Corso Garibaldi, 198;Benevento;Inattivo;09/04/2026
20168311;JAI924;02/03/2022;Viale dei Lavoratori, 14;Alessandria;Attivo;
20187803;LCZ504;20/11/2023;Corso Marconi, 26;Forlì;Attivo;
20220317;CWT696;23/02/2022;Corso della Pace, 251;Foligno;Inattivo;06/07/2025
20272405;GCR857;03/12/2023;Corso Vittorio Emanuele, 67;Monza;Attivo;
20306831;JPA115;14/01/2025;Viale Italia, 251;Vercelli;Attivo;
20307372;NRN404;03/04/2024;Piazza Mazzini, 141;Bologna;Inattivo;19/11/2024
20326642;EBA065;08/05/2021;Viale Santa Maria, 159;Pistoia;Inattivo;02/01/2026
20340573;VHF030;02/07/2024;Viale Santa Maria, 298;Belluno;Attivo;
20346996;IEU000;01/01/2025;Corso Marconi, 228;Cagliari;Inattivo;22/04/2025
20392788;PZO752;13/08/2025;Viale delle Industrie, 107;Grosseto;Attivo;
20406291;ORS324;01/12/2020;Via Dante, 263;Verona;Attivo;
20419453;NXI848;19/05/2023;Via della Costituzione, 65;Belluno;Inattivo;22/06/2024
20457346;ROW619;18/11/2024;Corso Vittorio Emanuele, 131;Barletta;Attivo;
20458474;JQQ975;28/03/2022;Piazza Mazzini, 101;Pesaro;Attivo;
20471891;QAZ794;21/02/2021;Via Dante, 162;Olbia;Attivo;
20486671;TET012;07/11/2025;Via Dante, 222;Spoleto;Attivo;
20503916;YVN236;23/05/2025;Via Matteotti, 262;Parma;Attivo;
20505379;FTK023;10/08/2023;Viale Italia, 198;Forlì;Attivo;
20507197;YQN679;23/05/2020;Corso Vittorio Emanuele, 157;Gorizia;Attivo;
20512382;BQN905;10/03/2026;Corso Marconi, 237;Andria;Attivo;
20514961;UBU373;17/02/2026;Via Europa, 87;Rieti;Inattivo;24/04/2026
20615372;IPZ177;25/08/2021;Via dell'Acquedotto, 189;Modena;Attivo;
20659208;LJE812;10/11/2025;Viale della Repubblica, 39;Chieti;Inattivo;02/04/2026
20672752;DMX899;18/01/2020;Via Matteotti, 170;Forlì;Attivo;
20696374;UJK628;23/02/2021;Via delle Scienze, 33;Verona;Attivo;
20705570;VMH979;31/01/2024;Viale delle Industrie, 192;Parma;Attivo;
20706868;ZNN836;09/11/2024;Piazza Mazzini, 149;Ragusa;Inattivo;20/01/2026
20708611;XSZ481;19/07/2025;Via Roma, 76;Reggio Emilia;Inattivo;07/03/2026
20720113;HVV983;07/02/2025;Via San Giovanni, 286;Cesena;Attivo;
20725636;DZL204;29/09/2024;Viale Italia, 49;Lecce;Attivo;
20740913;KGL827;12/02/2021;Via Colombo, 260;Venezia;Attivo;
20788312;QLR087;12/12/2024;Via della Costituzione, 149;Lecce;Inattivo;16/09/2025
20798334;GZI680;18/01/2022;Viale della Repubblica, 234;Sassari;Attivo;
20800458;WAH530;04/06/2025;Corso Cavour, 90;Spoleto;Attivo;
20845078;MWA615;26/04/2024;Corso Marconi, 220;Lecce;Inattivo;21/02/2025
20847913;NWQ036;07/03/2024;Via San Giovanni, 60;Bergamo;Attivo;
20851846;QWQ365;03/10/2024;Corso XX Settembre, 165;Olbia;Attivo;
20861647;SAW235;16/03/2020;Corso del Risorgimento, 247;Ravenna;Inattivo;16/05/2021
20870826;KUI795;01/08/2025;Via della Costituzione, 259;Cagliari;Attivo;
20883982;BMV617;04/11/2021;Piazza Mazzini, 106;Caltanissetta;Inattivo;03/12/2024
20904886;ROK141;11/06/2024;Viale Santa Maria, 227;Bologna;Attivo;
20907444;VDT346;11/04/2025;Via IV Novembre, 55;Arezzo;Attivo;
20933465;SNF419;12/10/2022;Via della Costituzione, 122;Arezzo;Inattivo;12/04/2025
21039240;CXB634;07/11/2023;Corso Vittorio Emanuele, 231;Modena;Attivo;
21040838;VWE172;22/10/2022;Corso Cavour, 202;Forlì;Inattivo;06/08/2025
21057039;RFH148;01/04/2024;Corso Garibaldi, 218;Arezzo;Attivo;
21073512;PTA175;18/03/2026;Corso Cavour, 17;Salerno;Attivo;
21100051;HNT424;07/07/2023;Via Verdi, 78;Catanzaro;Attivo;
21102867;IJX684;13/01/2021;Via del Commercio, 78;Giugliano;Attivo;
21121259;GOQ997;23/03/2020;Via Roma, 112;Barletta;Attivo;
21123590;OKG362;30/01/2023;Via Europa, 184;Salerno;Attivo;
21133010;WVU330;01/05/2025;Corso della Pace, 23;Belluno;Inattivo;06/01/2026
21203672;ZHK838;21/10/2020;Via delle Scienze, 130;Andria;Attivo;
21250231;UJZ154;28/08/2024;Corso Cavour, 247;Bologna;Inattivo;14/07/2025
21258423;QLR087;01/05/2022;Corso Garibaldi, 186;Andria;Inattivo;29/07/2022
21272836;PPX603;16/02/2020;Corso del Risorgimento, 203;Foggia;Inattivo;27/12/2025
21275963;SZK748;01/08/2025;Viale Italia, 45;Verona;Attivo;
21282699;SPN251;17/03/2022;Via Colombo, 119;Venezia;Inattivo;08/06/2024
21312901;FCE326;16/03/2023;Via delle Scienze, 6;Piacenza;Attivo;
21364034;RGX218;01/12/2025;Via della Libertà, 97;Lodi;Attivo;
21371346;WSG847;18/09/2022;Viale Leopardi, 279;Ancona;Attivo;
21416009;LZQ446;13/01/2021;Viale Santa Maria, 78;Belluno;Attivo;
21426258;DLB363;06/11/2021;Corso Garibaldi, 69;Benevento;Attivo;
21429430;OBP466;13/06/2020;Viale dei Lavoratori, 173;Gorizia;Inattivo;11/05/2023
21486005;OJA324;27/06/2020;Via della Libertà, 93;Lecce;Inattivo;17/09/2022
21594082;EIL517;27/04/2021;Corso Vittorio Emanuele, 249;Chieti;Inattivo;01/08/2023
21602859;XTA162;14/12/2023;Viale Santa Maria, 256;Treviso;Inattivo;27/08/2025
21678629;UGD305;29/01/2020;Via Verdi, 260;Ravenna;Inattivo;25/04/2021
21678815;RBO724;21/09/2024;Corso Vittorio Emanuele, 205;Barletta;Attivo;
21686114;RFR649;02/05/2024;Corso del Risorgimento, 193;Monza;Attivo;
21739348;CGU952;06/04/2022;Corso Cavour, 21;Padova;Inattivo;21/09/2024
21757691;MOU021;07/07/2025;Via della Costituzione, 151;Venezia;Inattivo;17/10/2025
21761706;WRC863;03/03/2021;Piazza Mazzini, 54;Trento;Inattivo;01/04/2026
21797203;JHJ459;06/11/2025;Via IV Novembre, 121;Alessandria;Attivo;
21804674;KVL690;04/03/2021;Viale Leopardi, 162;Bologna;Attivo;
21837274;ERM568;22/10/2021;Piazza Mazzini, 91;Cesena;Inattivo;26/01/2022
21838425;AGD230;08/10/2020;Corso Vittorio Emanuele, 81;Bolzano;Attivo;
21892605;RFR649;31/10/2023;Via Europa, 180;Pavia;Inattivo;05/10/2025
21903594;UWE888;28/02/2020;Corso della Pace, 296;Messina;Attivo;
21926890;YAB752;27/03/2020;Corso della Pace, 26;Bolzano;Attivo;
21987561;IWG133;06/03/2025;Via della Costituzione, 283;Rimini;Attivo;
21998679;BAW934;20/03/2026;Via Colombo, 293;Bologna;Attivo;
22003934;QTT166;21/06/2023;Corso Marconi, 244;Caltanissetta;Attivo;
22009282;FIQ800;14/02/2020;Corso della Pace, 233;Foligno;Attivo;
22075011;CJQ869;10/08/2020;Via IV Novembre, 117;Catania;Inattivo;08/03/2022
22127756;BYV888;09/05/2021;Via Colombo, 158;Siracusa;Attivo;
22128981;NIH570;03/03/2021;Via Mazzini, 174;Grosseto;Inattivo;13/12/2022
22156038;ROY023;24/01/2025;Corso Garibaldi, 108;Rieti;Inattivo;16/12/2025
22165250;XDY533;30/03/2026;Via IV Novembre, 169;Ravenna;Attivo;
22185273;PEJ826;24/04/2023;Viale Santa Maria, 206;Catanzaro;Inattivo;18/12/2023
22187062;JZG380;10/05/2022;Via dell'Acquedotto, 264;Grosseto;Attivo;
22201631;UDM725;14/08/2025;Via Roma, 4;Livorno;Attivo;
22212154;LFO696;25/09/2025;Via San Giovanni, 191;Venezia;Attivo;
22277707;EED939;20/09/2022;Corso Garibaldi, 171;Crotone;Inattivo;28/01/2026
22309407;DBD394;31/07/2025;Via delle Scienze, 3;Lodi;Attivo;
22319057;LWH617;06/03/2025;Viale Italia, 11;Ragusa;Inattivo;19/09/2025
22376317;MSK935;26/02/2025;Corso Cavour, 34;Lecce;Inattivo;03/11/2025
22392788;QAZ311;18/04/2023;Via del Commercio, 18;Foggia;Attivo;
22421140;JOM204;06/04/2026;Via Matteotti, 72;Giugliano;Attivo;
22482554;JFE016;25/10/2022;Via Colombo, 202;Oristano;Inattivo;30/11/2025
22513412;BRP379;09/03/2024;Via Europa, 215;Vibo Valentia;Attivo;
22524235;RWK780;12/09/2021;Viale dei Lavoratori, 18;Gorizia;Inattivo;10/01/2026
22532512;RMA939;20/12/2020;Via della Costituzione, 285;Rovigo;Attivo;
22538078;PYO248;04/11/2020;Viale dei Lavoratori, 177;Ferrara;Attivo;
22552137;EGU054;29/08/2024;Viale della Repubblica, 243;Bologna;Attivo;
22609203;VVN353;06/07/2022;Corso Marconi, 190;Sondrio;Inattivo;17/02/2024
22652494;UVA821;28/01/2026;Corso Cavour, 259;Pordenone;Attivo;
22659746;YIX933;31/01/2020;Via Verdi, 55;Giugliano;Inattivo;19/09/2021
22662015;FAC359;24/04/2025;Via Matteotti, 174;Modena;Inattivo;19/07/2025
22666560;SMN284;19/12/2021;Corso del Risorgimento, 212;Bari;Inattivo;19/05/2024
22697893;GKD210;29/08/2020;Corso Marconi, 160;Pavia;Attivo;
22799702;JKL763;15/12/2021;Corso Garibaldi, 170;Taranto;Attivo;
22804471;YWG147;11/10/2021;Via della Costituzione, 215;Ferrara;Inattivo;02/02/2025
22833195;PRW300;14/02/2024;Via San Giovanni, 247;Cesena;Attivo;
22833372;IJD697;07/02/2021;Corso Marconi, 205;Agrigento;Attivo;
22863811;TMY406;06/03/2020;Corso XX Settembre, 83;Parma;Inattivo;12/11/2021
22868578;EQD496;16/03/2025;Via San Giovanni, 248;Grosseto;Inattivo;22/11/2025
22880133;CJQ869;03/10/2024;Corso XX Settembre, 223;Siracusa;Attivo;
22918285;MCO857;15/03/2021;Viale Italia, 91;Rimini;Attivo;
22973414;TOR958;19/10/2025;Via San Giovanni, 233;Rovigo;Inattivo;27/01/2026
23055708;JIA308;15/04/2022;Corso XX Settembre, 94;Trapani;Attivo;
23087308;ODA760;16/04/2025;Via della Costituzione, 115;Gorizia;Inattivo;19/06/2025
23100943;FVT573;26/09/2020;Viale della Repubblica, 208;Reggio Emilia;Attivo;
23152854;GJD603;31/01/2025;Corso della Pace, 38;Forlì;Attivo;
23167080;KPX713;11/02/2024;Viale dei Lavoratori, 214;Macerata;Attivo;
23193592;JVJ464;17/04/2022;Viale della Repubblica, 110;Catania;Attivo;
23239456;NPY278;06/03/2023;Corso Cavour, 257;Spoleto;Inattivo;21/07/2024
23247546;CCN965;31/12/2020;Viale Santa Maria, 249;Lecco;Inattivo;07/05/2022
23325411;ENK636;24/04/2020;Via IV Novembre, 172;Trento;Attivo;
23334476;DYS749;17/06/2021;Viale delle Industrie, 111;Verona;Attivo;
23379376;QWL407;07/06/2024;Via Colombo, 195;Cesena;Attivo;
23422849;DZW146;19/05/2022;Via Matteotti, 293;Reggio Calabria;Attivo;
23427557;OND452;30/03/2024;Viale delle Industrie, 33;Sassari;Attivo;
23580040;FTX445;29/03/2021;Via della Libertà, 169;Prato;Inattivo;10/02/2023
23599660;HHD996;23/11/2023;Via dell'Acquedotto, 236;Crotone;Attivo;
23607727;YKJ661;03/10/2021;Viale Nazionale, 25;Nuoro;Inattivo;31/01/2026
23650249;CTQ187;05/05/2021;Via Roma, 22;Novara;Attivo;
23673037;CTL401;19/01/2021;Viale Leopardi, 200;Novara;Attivo;
23678864;VMA432;01/01/2024;Corso Marconi, 57;Parma;Inattivo;17/03/2025
23712436;JOM204;10/01/2024;Viale Nazionale, 199;Benevento;Attivo;
23717306;WGL028;26/02/2022;Via Matteotti, 191;Barletta;Attivo;
23739900;HKN060;11/04/2024;Via Roma, 124;Padova;Inattivo;07/10/2024
23791805;BWO614;20/07/2023;Corso Marconi, 188;Vibo Valentia;Inattivo;15/02/2026
23798304;QPG902;19/09/2023;Via Colombo, 129;Parma;Attivo;
23824127;GOB072;01/07/2020;Via Matteotti, 210;Sondrio;Inattivo;21/11/2022
23986546;LZI190;06/02/2022;Viale Italia, 86;Messina;Inattivo;26/04/2022
24069375;DOD465;13/01/2021;Via Verdi, 299;Cremona;Inattivo;10/08/2024
24073730;WOA213;22/11/2025;Viale Italia, 144;Pisa;Attivo;
24098212;UED685;09/06/2025;Corso XX Settembre, 219;Modena;Inattivo;11/12/2025
24211622;TZU314;17/05/2020;Via dell'Acquedotto, 167;Crotone;Attivo;
24215634;UHR093;07/11/2023;Via Europa, 88;Arezzo;Inattivo;06/03/2025
24290018;FHI236;18/10/2023;Via Verdi, 72;Modena;Attivo;
24307536;FXQ678;26/09/2024;Corso del Risorgimento, 134;Prato;Attivo;
24309215;XLT881;10/10/2021;Viale Santa Maria, 187;Parma;Attivo;
24322987;SLD908;29/09/2024;Corso Cavour, 251;Terni;Attivo;
24336080;PZO752;04/06/2020;Via della Costituzione, 214;Siena;Inattivo;21/06/2021
24345581;AHN598;20/07/2021;Via San Giovanni, 110;Parma;Inattivo;11/11/2023
24348696;TNY240;07/11/2023;Viale Nazionale, 183;Trieste;Inattivo;28/05/2025
24374830;JLK370;15/03/2022;Corso Marconi, 241;Cesena;Attivo;
24386632;CPQ582;04/09/2021;Corso Cavour, 216;Bologna;Attivo;
24388232;JKJ817;24/08/2023;Viale della Repubblica, 296;Giugliano;Attivo;
24390705;ODL064;11/03/2023;Corso Marconi, 26;Ferrara;Attivo;
24415728;RFR649;06/04/2021;Via Verdi, 195;Sondrio;Attivo;
24430106;RXV102;30/11/2020;Via Dante, 196;Ravenna;Inattivo;07/09/2022
24448896;JIA308;29/04/2024;Via Dante, 256;Caltanissetta;Attivo;
24478674;NYF359;11/06/2021;Viale Italia, 262;Parma;Attivo;
24488112;INN103;12/05/2021;Viale della Repubblica, 34;Bologna;Attivo;
24530385;CLI437;08/05/2024;Corso del Risorgimento, 24;Piacenza;Attivo;
24537525;UXD897;21/12/2024;Corso della Pace, 266;Nuoro;Attivo;
24577584;FWS496;15/06/2025;Viale dei Lavoratori, 181;Bologna;Inattivo;05/04/2026
24586850;AGU197;17/04/2021;Corso Cavour, 298;Siena;Attivo;
24593327;BLX985;19/09/2021;Viale Nazionale, 213;Treviso;Attivo;
24597736;WDD665;26/03/2024;Viale Santa Maria, 163;Belluno;Inattivo;21/11/2025
24622014;PPX603;09/11/2025;Via della Libertà, 31;Lecce;Inattivo;08/02/2026
24624912;FUY924;03/03/2025;Viale della Repubblica, 9;Trieste;Attivo;
24706165;XXQ887;21/06/2022;Viale della Repubblica, 7;Viterbo;Attivo;
24716560;HZB390;14/05/2023;Corso Vittorio Emanuele, 220;Verona;Inattivo;30/07/2024
24753369;NQG708;28/02/2024;Via Mazzini, 202;Frosinone;Inattivo;24/07/2025
24754662;WRP494;30/01/2023;Via Dante, 65;Forlì;Attivo;
24762538;NQG708;05/09/2020;Corso Marconi, 154;Viterbo;Attivo;
24837475;OBZ917;13/12/2023;Corso Garibaldi, 7;Ferrara;Attivo;
24846036;VXM316;15/02/2022;Via San Giovanni, 274;Foligno;Attivo;
24961128;JUX774;08/08/2025;Via della Libertà, 85;Cesena;Attivo;
24978266;FXT306;28/01/2021;Via dei Mille, 258;Rovereto;Inattivo;20/09/2023
24982824;EUN063;07/04/2024;Corso Vittorio Emanuele, 193;Piacenza;Attivo;
24984250;UJZ154;07/03/2025;Viale delle Industrie, 232;Rimini;Attivo;
24999703;TAM355;09/06/2021;Via Verdi, 160;Spoleto;Attivo;
25006666;KBM361;05/01/2023;Via Europa, 190;Giugliano;Inattivo;01/04/2023
25016454;WKM308;01/08/2024;Viale Nazionale, 225;Torino;Attivo;
25020450;OJV692;27/01/2022;Corso Vittorio Emanuele, 108;Venezia;Attivo;
25109226;FHL537;12/12/2025;Corso Marconi, 77;Cremona;Inattivo;05/03/2026
25152638;INN103;22/10/2022;Via delle Scienze, 45;Cesena;Attivo;
25230299;SGM968;05/07/2024;Via Roma, 85;Latina;Attivo;
25330706;WZT072;10/08/2024;Corso Garibaldi, 206;Pisa;Attivo;
25337435;RCW829;11/07/2024;Via del Commercio, 231;Parma;Attivo;
25350696;NVP235;29/01/2022;Corso XX Settembre, 130;Lecco;Attivo;
25353961;DSN935;11/08/2022;Via della Libertà, 298;Piacenza;Attivo;
25388824;IVX262;20/09/2023;Via Colombo, 32;Salerno;Attivo;
25390226;PWI172;31/10/2021;Viale Santa Maria, 121;Foggia;Attivo;
25391149;IRA977;08/01/2026;Viale della Repubblica, 23;Belluno;Attivo;
25392669;NYZ053;09/05/2022;Via Europa, 114;Milano;Attivo;
25398391;MZN809;25/09/2021;Via Roma, 16;Crotone;Attivo;
25399156;EYM500;12/04/2024;Via dell'Acquedotto, 224;Vibo Valentia;Attivo;
25447473;WTR189;02/09/2022;Via del Commercio, 241;Macerata;Inattivo;31/01/2024
25447889;XTW868;09/06/2022;Corso Garibaldi, 250;Pisa;Attivo;
25482700;WCK817;05/06/2021;Via della Costituzione, 54;Siracusa;Attivo;
